"unique_number","plot_no","treatment","plot_rep","matrix_no","species_code","species","sample_period","status","standing.height","height.mm","total.branch.length","biomass.g","stemdiam.mm","maxSpineLength.mm","postclipStemNo","date.clipped","date.measured","date.germinated","Age.of.plant","treatdate","Etreatdate","genus","MAR","rainclass"
495,"h4_2","2 month",2,"c3","senmel","Senegalia_mellifera","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
496,"h4_2","4 month",2,"c4","vackar","Vachellia_karroo(rbay)","1 month post",1,"",20,50,NA,NA,NA,3,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
497,"h4_2","4 month",2,"c5","vacexu","Vachellia_exuvialis","1 month post",1,"",90,285,NA,NA,4,5,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
498,"h4_2","4 month",2,"c6","commol","Combretum_molle","1 month post",1,"",40,40,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",850,"high"
499,"h4_2","4 month",2,"d1","comapi","Combretum_apiculatum","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Combretum",618,"med"
500,"h4_2","4 month",2,"d2","vaceri","Vachellia_erioloba","1 month post",1,"",30,30,NA,NA,6,1,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
501,"h4_2","4 month",2,"d3","vacdav","Vachellia_davyi","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
502,"h4_2","2 month",2,"d4","senmel","Senegalia_mellifera","1 month post",1,"",30,55,NA,NA,NA,2,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
503,"h4_2","4 month",2,"d5","comcol","Combretum_collinum","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
504,"h4_2","4 month",2,"d6","vacsie","Vachellia_sieberiana","1 month post",1,"",60,260,NA,NA,5,5,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
505,"h4_2","4 month",2,"e1","vackar","Vachellia_karroo(rbay)","1 month post",1,"",15,20,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
506,"h4_2","2 month",2,"e2","senmel","Senegalia_mellifera","1 month post",1,"",20,25,NA,NA,NA,2,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
507,"h4_2","4 month",2,"e3","comcol","Combretum_collinum","1 month post",1,"",5,10,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
508,"h4_2","4 month",2,"e4","colmop","Colophospermum_mopane","1 month post",1,"",50,120,NA,NA,NA,4,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
509,"h4_2","4 month",2,"e5","vacdav","Vachellia_davyi","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
510,"h4_2","2 month",2,"e6","senmel","Senegalia_mellifera","1 month post",1,"",50,80,NA,NA,NA,2,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
511,"h4_2","4 month",2,"f1","vacsie","Vachellia_sieberiana","1 month post",1,"",170,630,NA,NA,10,7,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
512,"h4_2","4 month",2,"f2","vacdav","Vachellia_davyi","1 month post",1,"",20,44,NA,NA,NA,3,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
513,"h4_2","4 month",2,"f3","sennig","Senegalia_nigrescens","1 month post",1,"",20,60,NA,NA,NA,3,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
514,"h4_2","4 month",2,"f4","comher","Combretum_hereroense","1 month post",1,"",50,50,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
515,"h4_2","4 month",2,"f5","vacexu","Vachellia_exuvialis","1 month post",1,"",50,320,NA,NA,NA,8,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
516,"h4_2","4 month",2,"f6","sennig","Senegalia_nigrescens","1 month post",1,"",20,20,NA,NA,NA,1,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
517,"h4_2","4 month",2,"g1","comher","Combretum_hereroense","1 month post",1,"",50,190,NA,NA,NA,6,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
518,"h4_2","2 month",2,"g2","senmel","Senegalia_mellifera","1 month post",1,"",20,20,NA,NA,NA,1,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
519,"h4_2","4 month",2,"g3","colmop","Colophospermum_mopane","1 month post",1,"",50,50,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
520,"h4_2","4 month",2,"g4","vackar","Vachellia_karroo(rbay)","1 month post",1,"",90,260,NA,NA,NA,3,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
521,"h4_2","4 month",2,"g5","vaceri","Vachellia_erioloba","1 month post",1,"",20,20,NA,NA,NA,1,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
522,"h4_2","4 month",2,"g6","comcol","Combretum_collinum","1 month post",1,"",30,30,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
523,"h4_2","4 month",2,"h1","vacexu","Vachellia_exuvialis","1 month post",1,"",60,150,NA,NA,6,4,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
524,"h4_2","4 month",2,"h2","vackar","Vachellia_karroo(rbay)","1 month post",1,"",100,360,NA,NA,5,4,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
525,"h4_2","4 month",2,"h3","commol","Combretum_molle","1 month post",1,"",5,5,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",850,"high"
526,"h4_2","4 month",2,"h4","vacsie","Vachellia_sieberiana","1 month post",1,"",60,140,NA,NA,11,4,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
527,"h4_2","2 month",2,"h5","senmel","Senegalia_mellifera","1 month post",1,"",20,25,NA,NA,NA,2,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
528,"h4_2","4 month",2,"h6","colmop","Colophospermum_mopane","1 month post",1,"",5,5,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
529,"h4_3","4 month",3,"a1","vaceri","Vachellia_erioloba","1 month post",1,"",20,20,NA,NA,NA,1,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
533,"h4_3","4 month",3,"a5","vacsie","Vachellia_sieberiana","1 month post",1,"",80,370,NA,NA,7,5,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
534,"h4_3","4 month",3,"a6","vacexu","Vachellia_exuvialis","1 month post",1,"",30,90,NA,NA,3,3,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
535,"h4_3","4 month",3,"b1","vackar","Vachellia_karroo(rbay)","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
536,"h4_3","4 month",3,"b2","comcol","Combretum_collinum","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
537,"h4_3","4 month",3,"b3","colmop","Colophospermum_mopane","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
539,"h4_3","4 month",3,"b5","sennig","Senegalia_nigrescens","1 month post",1,"",40,70,NA,NA,NA,2,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
540,"h4_3","4 month",3,"b6","comher","Combretum_hereroense","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
541,"h4_3","4 month",3,"c1","colmop","Colophospermum_mopane","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
542,"h4_3","4 month",3,"c2","vacexu","Vachellia_exuvialis","1 month post",1,"",50,200,NA,NA,5,5,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
544,"h4_3","4 month",3,"c4","vacexu","Vachellia_exuvialis","1 month post",1,"",20,50,NA,NA,3,3,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
545,"h4_3","4 month",3,"c5","comcol","Combretum_collinum","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
546,"h4_3","4 month",3,"c6","vacsie","Vachellia_sieberiana","1 month post",1,"",20,50,NA,NA,2,3,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
547,"h4_3","4 month",3,"d1","vackar","Vachellia_karroo(rbay)","1 month post",1,"",30,80,NA,NA,NA,3,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
548,"h4_3","4 month",3,"d2","sennig","Senegalia_nigrescens","1 month post",1,"",5,15,NA,NA,NA,3,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
549,"h4_3","4 month",3,"d3","comcol","Combretum_collinum","1 month post",1,"",30,30,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
550,"h4_3","4 month",3,"d4","vacdav","Vachellia_davyi","1 month post",1,"",30,50,NA,NA,NA,2,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
551,"h4_3","4 month",3,"d5","vaceri","Vachellia_erioloba","1 month post",1,"",60,100,NA,NA,NA,2,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
552,"h4_3","4 month",3,"d6","commol","Combretum_molle","1 month post",1,"",40,45,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",850,"high"
553,"h4_3","4 month",3,"e1","vacdav","Vachellia_davyi","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
554,"h4_3","2 month",3,"e2","sencaf","Senegalia_caffra","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","29/10/2016",137,117,90,"Senegalia",829.5,"high"
555,"h4_3","4 month",3,"e3","colmop","Colophospermum_mopane","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
556,"h4_3","2 month",3,"e4","senmel","Senegalia_mellifera","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
557,"h4_3","4 month",3,"e5","vackar","Vachellia_karroo(rbay)","1 month post",1,"",40,45,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
558,"h4_3","2 month",3,"e6","senmel","Senegalia_mellifera","1 month post",1,"",30,50,NA,NA,NA,2,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
559,"h4_3","2 month",3,"f1","sencaf","Senegalia_caffra","1 month post",1,"",170,170,NA,NA,NA,1,"","15-Mar-17","29/10/2016",137,117,90,"Senegalia",829.5,"high"
560,"h4_3","4 month",3,"f2","sennig","Senegalia_nigrescens","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
561,"h4_3","4 month",3,"f3","vacexu","Vachellia_exuvialis","1 month post",1,"",100,200,NA,NA,3,2,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",631,"med"
562,"h4_3","4 month",3,"f4","vacsie","Vachellia_sieberiana","1 month post",1,"",60,100,NA,NA,6,2,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
563,"h4_3","4 month",3,"f5","comcol","Combretum_collinum","1 month post",1,"",50,50,NA,NA,4,1,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",521,"low"
564,"h4_3","4 month",3,"f6","comher","Combretum_hereroense","1 month post",1,"",50,160,NA,NA,NA,4,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
565,"h4_3","2 month",3,"g1","sencaf","Senegalia_caffra","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","29/10/2016",137,117,90,"Senegalia",829.5,"high"
566,"h4_3","4 month",3,"g2","comher","Combretum_hereroense","1 month post",1,"",20,40,NA,NA,NA,2,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
567,"h4_3","4 month",3,"g3","commol","Combretum_molle","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,160,150,"Combretum",850,"high"
568,"h4_3","4 month",3,"g4","comher","Combretum_hereroense","1 month post",1,"",30,90,NA,NA,NA,4,"","15-Mar-17","10/09/2016",186,166,150,"Combretum",608.5,"med"
570,"h4_3","4 month",3,"g6","comapi","Combretum_apiculatum","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Combretum",618,"med"
571,"h4_3","4 month",3,"h1","vacdav","Vachellia_davyi","1 month post",1,"",20,70,NA,NA,NA,3,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
572,"h4_3","4 month",3,"h2","vaceri","Vachellia_erioloba","1 month post",1,"",30,40,NA,NA,NA,3,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
574,"h4_3","4 month",3,"h4","colmop","Colophospermum_mopane","1 month post",1,"",60,60,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,170,150,"Colophospermum",478.5,"low"
575,"h4_3","4 month",3,"h5","sennig","Senegalia_nigrescens","1 month post",1,"",40,100,NA,NA,NA,3,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
576,"h4_3","4 month",3,"h6","vaceri","Vachellia_erioloba","1 month post",1,"",50,70,NA,NA,NA,2,"","15-Mar-17","11/09/2016",185,165,150,"Vachellia",424,"low"
725,"h4_3","2 month",3,"i1","senmel","Senegalia_mellifera","1 month post",1,"",30,30,NA,NA,NA,1,"","15-Mar-17","20/10/2016",146,126,90,"Senegalia",546,"low"
577,"h4_3","4 month",3,"i2","sennig","Senegalia_nigrescens","1 month post",1,"",20,40,NA,NA,NA,2,"","15-Mar-17","08/09/2016",188,168,150,"Senegalia",673.5,"med"
578,"h4_3","4 month",3,"i3","vacsie","Vachellia_sieberiana","1 month post",1,"",100,410,NA,NA,12,5,"","15-Mar-17","17/09/2016",179,159,150,"Vachellia",984,"high"
579,"h4_3","4 month",3,"i4","vackar","Vachellia_karroo(rbay)","1 month post",1,"",70,130,NA,NA,5,3,"","15-Mar-17","16/09/2016",180,160,150,"Vachellia",693,"med"
580,"h4_3","4 month",3,"i5","vacdav","Vachellia_davyi","1 month post",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,164,150,"Vachellia",891,"high"
581,"h5_1","control",1,"a1","colmop","Colophospermum_mopane","preclip",1,"",230,230,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
582,"h5_1","control",1,"a2","comcol","Combretum_collinum","preclip",1,"",100,160,NA,NA,NA,2,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
583,"h5_1","control",1,"a3","commol","Combretum_molle","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
584,"h5_1","control",1,"a4","colmop","Colophospermum_mopane","preclip",1,"",90,90,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
585,"h5_1","control",1,"a5","vackar","Vachellia_karroo(rbay)","preclip",1,"",500,500,NA,NA,7,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
586,"h5_1","control",1,"a6","vacdav","Vachellia_davyi","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
587,"h5_1","control",1,"b1","sennig","Senegalia_nigrescens","preclip",1,"",540,540,NA,NA,3,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
588,"h5_1","control",1,"b2","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
589,"h5_1","control",1,"b3","senmel","Senegalia_mellifera","preclip",1,"",160,160,NA,NA,1,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
590,"h5_1","control",1,"b4","comher","Combretum_hereroense","preclip",1,"",490,490,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
591,"h5_1","control",1,"b5","comapi","Combretum_apiculatum","preclip",1,"",180,180,NA,NA,NA,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Combretum",618,"med"
592,"h5_1","control",1,"b6","vaceri","Vachellia_erioloba","preclip",1,"",380,380,NA,NA,11,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
593,"h5_1","control",1,"c1","commol","Combretum_molle","preclip",1,"",180,180,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
594,"h5_1","control",1,"c2","vacexu","Vachellia_exuvialis","preclip",1,"",340,340,NA,NA,6,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
595,"h5_1","control",1,"c3","sennig","Senegalia_nigrescens","preclip",1,"",340,340,NA,NA,2,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
596,"h5_1","control",1,"c4","senmel","Senegalia_mellifera","preclip",1,"",160,160,NA,NA,1,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
597,"h5_1","control",1,"c5","sencaf","Senegalia_caffra","preclip",1,"",160,160,NA,NA,1,1,"","15-Mar-17","29/10/2016",137,NA,NA,"Senegalia",829.5,"high"
598,"h5_1","control",1,"c6","colmop","Colophospermum_mopane","preclip",1,"",330,330,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
599,"h5_1","control",1,"d1","vacsie","Vachellia_sieberiana","preclip",1,"",950,950,NA,NA,13,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
600,"h5_1","control",1,"d2","comher","Combretum_hereroense","preclip",1,"",260,670,NA,NA,NA,3,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
601,"h5_1","control",1,"d3","vaceri","Vachellia_erioloba","preclip",1,"",190,190,NA,NA,7,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
602,"h5_1","control",1,"d4","vaceri","Vachellia_erioloba","preclip",1,"",530,530,NA,NA,13,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
603,"h5_1","control",1,"d5","vackar","Vachellia_karroo(rbay)","preclip",1,"",330,330,NA,NA,8,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
604,"h5_1","control",1,"d6","vackar","Vachellia_karroo(rbay)","preclip",1,"",690,690,NA,NA,15,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
605,"h5_1","control",1,"e1","colmop","Colophospermum_mopane","preclip",1,"",220,220,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
606,"h5_1","control",1,"e2","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
607,"h5_1","control",1,"e3","vacexu","Vachellia_exuvialis","preclip",1,"",380,380,NA,NA,8,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
608,"h5_1","control",1,"e4","vackar","Vachellia_karroo(rbay)","preclip",1,"",480,480,NA,NA,10,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
609,"h5_1","control",1,"e5","vacsie","Vachellia_sieberiana","preclip",1,"",1040,1040,NA,NA,17,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
610,"h5_1","control",1,"e6","sencaf","Senegalia_caffra","preclip",1,"",150,150,NA,NA,1,1,"","15-Mar-17","29/10/2016",137,NA,NA,"Senegalia",829.5,"high"
611,"h5_1","control",1,"f1","vacexu","Vachellia_exuvialis","preclip",1,"",180,180,NA,NA,7,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
612,"h5_1","control",1,"f2","vacdav","Vachellia_davyi","preclip",1,"",470,470,NA,NA,10,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
613,"h5_1","control",1,"f3","senmel","Senegalia_mellifera","preclip",1,"",140,140,NA,NA,1,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
614,"h5_1","control",1,"f4","vacsie","Vachellia_sieberiana","preclip",1,"",1060,1060,NA,NA,27,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
615,"h5_1","control",1,"f5","commol","Combretum_molle","preclip",1,"",95,95,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
616,"h5_1","control",1,"f6","comher","Combretum_hereroense","preclip",1,"",310,310,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
617,"h5_1","control",1,"g1","vaceri","Vachellia_erioloba","preclip",1,"",310,310,NA,NA,11,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
618,"h5_1","control",1,"g2","comcol","Combretum_collinum","preclip",1,"",180,180,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
619,"h5_1","control",1,"g3","comapi","Combretum_apiculatum","preclip",1,"",160,160,NA,NA,NA,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Combretum",618,"med"
620,"h5_1","control",1,"g4","sennig","Senegalia_nigrescens","preclip",1,"",450,450,NA,NA,6,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
621,"h5_1","control",1,"g5","comher","Combretum_hereroense","preclip",1,"",180,180,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
622,"h5_1","control",1,"g6","senmel","Senegalia_mellifera","preclip",1,"",180,180,NA,NA,1,1,"","15-Mar-17","20/10/2016",146,NA,NA,"Senegalia",546,"low"
623,"h5_1","control",1,"h1","vacexu","Vachellia_exuvialis","preclip",1,"",180,180,NA,NA,1,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
624,"h5_1","control",1,"h2","vacdav","Vachellia_davyi","preclip",1,"",470,470,NA,NA,6,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
625,"h5_1","control",1,"h3","vacdav","Vachellia_davyi","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
626,"h5_1","control",1,"h4","sennig","Senegalia_nigrescens","preclip",1,"",320,320,NA,NA,5,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
627,"h5_1","control",1,"h5","vacsie","Vachellia_sieberiana","preclip",1,"",810,810,NA,NA,21,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
629,"h5_2","control",2,"a1","vacsie","Vachellia_sieberiana","preclip",1,"",100,100,NA,NA,2,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
630,"h5_2","control",2,"a2","vackar","Vachellia_karroo(rbay)","preclip",1,"",500,500,NA,NA,11,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
631,"h5_2","control",2,"a3","comher","Combretum_hereroense","preclip",1,"",70,70,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
632,"h5_2","control",2,"a4","vacexu","Vachellia_exuvialis","preclip",1,"",200,200,NA,NA,8,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
633,"h5_2","control",2,"a5","comcol","Combretum_collinum","preclip",0,"",NA,NA,NA,NA,NA,NA,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
634,"h5_2","control",2,"a6","vackar","Vachellia_karroo(rbay)","preclip",1,"",330,330,NA,NA,6,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
635,"h5_2","control",2,"b1","comcol","Combretum_collinum","preclip",1,"",120,120,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",521,"low"
636,"h5_2","control",2,"b2","colmop","Colophospermum_mopane","preclip",1,"",330,330,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
637,"h5_2","control",2,"b3","vackar","Vachellia_karroo(rbay)","preclip",1,"",360,360,NA,NA,8,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Vachellia",693,"med"
638,"h5_2","control",2,"b4","vacdav","Vachellia_davyi","preclip",1,"",120,120,NA,NA,4,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
639,"h5_2","control",2,"b5","vacsie","Vachellia_sieberiana","preclip",1,"",590,590,NA,NA,14,1,"","15-Mar-17","17/09/2016",179,NA,NA,"Vachellia",984,"high"
640,"h5_2","control",2,"b6","vacdav","Vachellia_davyi","preclip",1,"",500,500,NA,NA,16,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
641,"h5_2","control",2,"c1","vacdav","Vachellia_davyi","preclip",1,"",130,130,NA,NA,NA,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
642,"h5_2","control",2,"c2","sennig","Senegalia_nigrescens","preclip",1,"",460,460,NA,NA,7,1,"","15-Mar-17","08/09/2016",188,NA,NA,"Senegalia",673.5,"med"
643,"h5_2","control",2,"c3","vacdav","Vachellia_davyi","preclip",1,"",540,540,NA,NA,17,1,"","15-Mar-17","12/09/2016",184,NA,NA,"Vachellia",891,"high"
644,"h5_2","control",2,"c4","vaceri","Vachellia_erioloba","preclip",1,"",480,480,NA,NA,12,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
646,"h5_2","control",2,"c6","colmop","Colophospermum_mopane","preclip",1,"",220,220,NA,NA,NA,1,"","15-Mar-17","06/09/2016",190,NA,NA,"Colophospermum",478.5,"low"
647,"h5_2","control",2,"d1","vaceri","Vachellia_erioloba","preclip",1,"",170,170,NA,NA,9,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",424,"low"
648,"h5_2","control",2,"d2","commol","Combretum_molle","preclip",1,"",160,160,NA,NA,NA,1,"","15-Mar-17","16/09/2016",180,NA,NA,"Combretum",850,"high"
649,"h5_2","control",2,"d3","vacexu","Vachellia_exuvialis","preclip",1,"",390,390,NA,NA,8,1,"","15-Mar-17","11/09/2016",185,NA,NA,"Vachellia",631,"med"
650,"h5_2","control",2,"d4","comher","Combretum_hereroense","preclip",1,"",720,720,NA,NA,NA,1,"","15-Mar-17","10/09/2016",186,NA,NA,"Combretum",608.5,"med"
